,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
555,Acridotheres tristis,Common Myna,"RBI Quarters Gokuldham, Mumbai",19.1719,72.8714,25-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
556,Acridotheres tristis,Common Myna,"RBI Quarters Gokuldham, Mumbai",19.1719,72.8714,25-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
557,Acridotheres tristis,Common Myna,Sanjay Gandhi NP--Safari Trail,19.2322,72.8771,7-Jan-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
558,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,23-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
559,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,23-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
560,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,23-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
561,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,23-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
562,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,20-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
563,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,19-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
564,Acridotheres tristis,Common Myna,"Mamurabad Road, Maharashtra, IN (21.034, 75.571)",21.0337,75.5708,19-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
565,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.025, 75.566)",21.0249,75.5665,17-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
566,Acridotheres tristis,Common Myna,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213,75.5661,16-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
567,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,16-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
568,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,16-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
569,Acridotheres tristis,Common Myna,"Mamurabad Road, Maharashtra, IN (21.034, 75.571)",21.0337,75.5708,14-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
570,Acridotheres tristis,Common Myna,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0212,75.566,12-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
571,Acridotheres tristis,Common Myna,"A Wing Shankar Rao Naram Path, Mumbai, Maharashtra, IN (19, 72.827)",18.9995,72.8268,12-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
572,Acridotheres tristis,Common Myna,"A Wing Shankar Rao Naram Path, Mumbai, Maharashtra, IN (19, 72.827)",18.9995,72.8268,12-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
573,Acridotheres tristis,Common Myna,"A Wing Shankar Rao Naram Path, Mumbai, Maharashtra, IN (19, 72.827)",18.9995,72.8268,12-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
574,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,10-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
575,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,10-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
576,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,9-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
577,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,7-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
578,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,5-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
579,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,6-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
580,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,6-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
581,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,6-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
