,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
1053,Ceyx erithaca,Black-backed Dwarf-Kingfisher,"Tikujini Wadi, Thane West, Thane, Maharashtra, India",19.23693828,72.96362925,10-Mar-2020,https://static.inaturalist.org/photos/98482466/medium.jpeg?1601695431
1054,Halcyon smyrnensis,White-throated Kingfisher,Baramati,18.17917625,74.60779689,10-Mar-2020,https://static.inaturalist.org/photos/98500714/medium.jpeg?1601713330
1055,Halcyon smyrnensis,White-throated Kingfisher,"Harivitthal Nagar, Jalgaon, Maharashtra 425001, India",20.99549001,75.54439377,10-Jun-2020,https://static.inaturalist.org/photos/99056871/medium.jpeg?1602000958
1056,Halcyon smyrnensis,White-throated Kingfisher,"Bhandup Pumping Station, Mumbai, Maharashtra, India",19.14192483,72.96462536,10-Aug-2020,https://static.inaturalist.org/photos/99301995/medium.jpg?1602138135
1057,Alcedo atthis,Common Kingfisher,"Navi Mumbai, Maharashtra 400706, India",19.01412156,73.0053537,14-Oct-2020,https://static.inaturalist.org/photos/100223585/medium.jpeg?1602656274
1058,Ceryle rudis,Pied Kingfisher,"Sudgaon, Maharashtra, India",21.05754549,75.84051467,17-Oct-2020,https://static.inaturalist.org/photos/100660359/medium.jpeg?1602942353
1059,Alcedo atthis,Common Kingfisher,"Kalote Mokashi, Maharashtra, India",18.87413324,73.29179149,22-Oct-2020,https://static.inaturalist.org/photos/101427917/medium.jpeg?1603340448
1060,Halcyon smyrnensis,White-throated Kingfisher,"Pimprisekam, Maharashtra 425307, India",21.04812512,75.86857092,22-Oct-2020,https://static.inaturalist.org/photos/101478799/medium.jpeg?1603383423
1061,Halcyon smyrnensis,White-throated Kingfisher,"Kirti Nagar, Akola, Maharashtra 444001, India",20.69252483,77.01774426,22-Oct-2020,https://static.inaturalist.org/photos/101492617/medium.jpeg?1603390137
1062,Halcyon smyrnensis,White-throated Kingfisher,"Tigaon, Maharashtra 441902, India",21.29779913,80.33431146,25-Oct-2020,https://static.inaturalist.org/photos/101846356/medium.jpeg?1603604715
1063,Halcyon smyrnensis,White-throated Kingfisher,"Pashan, Pune, Maharashtra, India",18.54442212,73.78584098,25-Oct-2020,https://static.inaturalist.org/photos/101853634/medium.jpg?1603613170
