,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
53,Phoenicopterus roseus,Greater Flamingo,Bhigwan Bird Sanctuary,18.2939,74.7589,9-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
54,Phoenicopterus roseus,Greater Flamingo,"Thane creek Flamingo sanctuary, Airoli",19.15,72.9804,21-Feb-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
55,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,12-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
56,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,12-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
57,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,12-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
58,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,12-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
59,Phoenicopterus roseus,Greater Flamingo,Bhigwan bird sanctuary,18.2872,74.74,16-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
60,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,23-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
61,Phoenicopterus roseus,Greater Flamingo,Seawoods--Navi Mumbai,19.0101,73.0094,5-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
62,Phoenicopterus roseus,Greater Flamingo,Thane east saltpans,19.18,72.9789,8-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
63,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
64,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
65,Phoenicopterus roseus,Greater Flamingo,"Kava Lake, Latur",18.3667,76.5766,4-Nov-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
66,Phoenicopterus roseus,Greater Flamingo,Jaikwadi Bird Sanctuary,19.4779,75.3656,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
67,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,30-Sep-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
68,Phoenicopterus roseus,Greater Flamingo,Ekruk Lake,17.7448,75.9099,27-Jul-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
69,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,13-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
70,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,25-Dec-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
71,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,25-Dec-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
72,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,24-Oct-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
